file,display_items,description,row_unit,value_units,precision,rows,columns,bytes,sha256
supplementary/tables/TableS20h.csv,Supplementary Table 20h,Supplementary Table 20h Timeline coverage across patches,Published table row,As specified by the column headings and table note,Values at published display precision,50,7,4736,d0230e659a0aa650816ee158f8597adc6b32b25c29d4e03bf4771ae22458d140
supplementary/tables/TableS21a.csv,Supplementary Table 21a,Supplementary Table 21a Definitions and analytical roles of the 18 full-match indicators,Published table row,As specified by the column headings and table note,Values at published display precision,18,5,1670,0ac115d2dd84adac164a2e35526debd065266ffb5705654939cdda2e1187f2a1
supplementary/tables/TableS21b.csv,Supplementary Table 21b,Supplementary Table 21b Timeline event identification and inclusion rules,Published table row,As specified by the column headings and table note,Values at published display precision,10,3,1560,be73634e7f9c3b969f2b5e26f9d6d14c1173cb85e58256b1189afa54fd5b2b2f
supplementary/tables/TableS21c.csv,Supplementary Table 21c,Supplementary Table 21c Game-state covariates and secondary outcomes,Published table row,As specified by the column headings and table note,Values at published display precision,11,3,1372,738b0deeac8075ef33dbacbee92c8b75cef6b39cc426354064051176bc6fea0c
supplementary/tables/TableS22a.csv,Supplementary Table 22a,Supplementary Table 22a Log-scale winsorization thresholds for full-match indicators,Published table row,As specified by the column headings and table note,Values at published display precision,18,3,640,5197ba6fd0bdb4a411ee3508c100f3e20307e389cb1b3b9ba3e18a556cbb789a
supplementary/tables/TableS22b.csv,Supplementary Table 22b,Supplementary Table 22b Scoring parameters for maintenance during the first 10 min,Published table row,As specified by the column headings and table note,Values at published display precision,3,5,270,45fc630fa3f5a68bc0fad60e73c9e261930e7c071f86014e90d71716b4941e60
supplementary/tables/TableS23.csv,Supplementary Table 23,Supplementary Table 23 Families of multiple comparisons,Published table row,As specified by the column headings and table note,Values at published display precision,19,5,2500,dfbbfa460c54be13a7ccabc330938a70c5a107181167dd5ef440db254d03903f
supplementary/tables/TableS24a.csv,Supplementary Table 24a,Supplementary Table 24a Match chronology and player-list collection,Published table row,As specified by the column headings and table note,Values at published display precision,3,6,281,354084191e7af5c7c2aa847902bad5ec645d6f1ceb05fb682d89775dab2faabd
supplementary/tables/TableS24b.csv,Supplementary Table 24b,Supplementary Table 24b Coverage of the raw signal-field audit by patch,Published table row,As specified by the column headings and table note,Values at published display precision,50,4,2469,b9cf83fd930c55dd0c2d3ef291be090659841859522251665690861112c4bd89
supplementary/tables/TableS24c.csv,Supplementary Table 24c,Supplementary Table 24c Recorded zeros and field availability for nine ping types,Published table row,As specified by the column headings and table note,Values at published display precision,27,6,1343,68ba8b7ca48d22d5a1dbe68b2559b1393057b76b77610cbbabd8d2b1c3fbcf64
supplementary/tables/TableS24d.csv,Supplementary Table 24d,Supplementary Table 24d Temporal separation between match dates and player-list collection,Published table row,As specified by the column headings and table note,Values at published display precision,4,7,428,e0383d16a1297eb73d43d32502b3d6e1f4101ff91b094e003524b8160b512aa4
supplementary/tables/TableS25a.csv,Supplementary Table 25a,Supplementary Table 25a Regional process contrasts after allowing contextual interactions,Published table row,As specified by the column headings and table note,Values at published display precision,12,5,1264,6a68f91836810f57a48e466870fb280318c37509369825a6393e37edfe9fbcf2
supplementary/tables/TableS25b.csv,Supplementary Table 25b,Supplementary Table 25b Tier endpoint contrasts under alternative signalling weights,Published table row,As specified by the column headings and table note,Values at published display precision,6,3,527,ed3336e29c034404d07cbe2b4aa8a0efaab66e6009fda02b4774eb66ddc55482
supplementary/tables/TableS25c.csv,Supplementary Table 25c,Supplementary Table 25c Regional process contrasts near player-list collection,Published table row,As specified by the column headings and table note,Values at published display precision,3,4,329,098c397c302a850504c3d0346208cec93a37cdef267e44660b60e2d0105f4f53
supplementary/tables/TableS25d.csv,Supplementary Table 25d,Supplementary Table 25d Tier endpoint contrasts near player-list collection,Published table row,As specified by the column headings and table note,Values at published display precision,6,4,535,09b879079656f95569058b15bc0f8e5ff775f89c4003ce99f8391529603e2d07
supplementary/tables/TableS25e.csv,Supplementary Table 25e,Supplementary Table 25e Composition of the sample near player-list collection,Published table row,As specified by the column headings and table note,Values at published display precision,7,4,487,142969ba857b9ea9b2d7ae5c6a3952bba521cde4b0f9e875d4aaac4833ede0e3
supplementary/tables/TableS26a.csv,Supplementary Table 26a,Supplementary Table 26a Types and timing of the first subsequent neutral objective,Published table row,As specified by the column headings and table note,Values at published display precision,20,6,1248,8a0dd1c4942356fcda3ea5b18d9f82fb4910fcf41a20f234d4112a712be06ca0
supplementary/tables/TableS26b.csv,Supplementary Table 26b,Supplementary Table 26b Associations after excluding objectives acquired within 60 seconds,Published table row,As specified by the column headings and table note,Values at published display precision,4,5,420,2aaf9cfa08c91e9b86ff7582698ac985ecebf83d97312291e10557f8e57327d7
supplementary/tables/TableS27a.csv,Supplementary Table 27a,Supplementary Table 27a Paired bootstrap comparison for regional contrasts,Published table row,As specified by the column headings and table note,Values at published display precision,9,8,939,6e7ec7c72dc680fb0423efb9d554a8138ade0e1171b641a31c00761000408acf
supplementary/tables/TableS27b.csv,Supplementary Table 27b,Supplementary Table 27b Paired bootstrap comparison for the prospective association,Published table row,As specified by the column headings and table note,Values at published display precision,1,8,198,c93586b3a95c00fc31a9a8efe710766a4c291436340058ce3e159e4153d270e7
supplementary/tables/TableS28.csv,Supplementary Table 28,Supplementary Table 28 Participant overlap in focal-player holdout validation,Published table row,As specified by the column headings and table note,Values at published display precision,10,2,597,e956ac9126d6a36454239e184af868a94b684ed189646a7ef1bd21edaedbe920
main/tables/Table1_unrounded.csv,Table 1; Supplementary Table 4c,Regional contrasts in maintenance and signalling,Measure and regional contrast,Score units; standardized effect size; P value,Original numerical precision,9,16,2887,9499b1e26e7aaca5eaa9a6d6609863537a7653154dffe4bdb638a478164d2eba
supplementary/results/grouping_diagnostics.csv,Supplementary Tables 2–3,Indicator-group comparisons across specifications,Correlation specification and grouping,Mean absolute Pearson or rank correlation; P value,Original numerical precision,22,11,5683,652a56dc055ea5f78c8b484df59cb4b337e85797d1159d5d93aad0ef826b716c
supplementary/results/relationship_summaries.csv,Supplementary Table 1,Indicator relationship summaries,Correlation specification and indicator group,Pearson or rank correlation,Original numerical precision,52,9,7271,9dedc252eeea0d1e667e96e102f5d5143daac553120a145dca9d3c725f9ba80c
supplementary/results/regional_means.csv,Supplementary Table 4a,Overall and process adjusted means,Region and score,Respective score units,Original numerical precision,12,8,1428,22a753e416329ca0e8f96f53a6456433e496d6c5e0ce1a67f7d480b02f818de0
supplementary/results/regional_contrasts.csv,"Supplementary Table 4b,c",Primary overall and process contrasts,Measure and regional contrast,Score units; standardized effect size; P value,Original numerical precision,12,16,3843,5a6dcf177bfc8284f79834aa52d4482242c33194cf26ebb3e7883cc4d3bc3a42
supplementary/results/overall_equal_weighting.csv,Supplementary Table 5a,Overall score with equal indicator weights,Regional contrast,Alternative score units; standardized effect size; P value,Original numerical precision,3,15,992,488fdb7f5c0a8ba7f56896ffbd2012176fdb504faee9c9627ff917ef86bb4ea8
supplementary/results/two_way_clustering.csv,Supplementary Table 5a,Player and match clustering sensitivity,Measure and regional contrast,Score units; P value,Original numerical precision,12,13,2940,6183677ce6878278b99c8bcb329c9e9e61286ab0a655f5043af0b7b3a5e72901
supplementary/results/equal_ping_process_contrasts.csv,Supplementary Table 5b,Direct process contrasts with nine equally weighted pings,Regional contrast,Respective score units; P value,Original numerical precision,3,19,1421,4676b9db7f50e24a80ecede32a35f0546ebabe6c3f85b7b6dcd44357905937b8
supplementary/results/ping_regional_contrasts.csv,Supplementary Table 6b,Regional contrasts for each ping,Ping type and regional contrast,Standardized indicator units; Cohen d; P value,Original numerical precision,27,17,8427,cc046d4f80c41c3e28ce66b2af32ae374961eaeee43a7683a0776455b00d4a84
supplementary/results/tier_contrasts.csv,Supplementary Tables 8–10,"Tier endpoint, adjacent-tier and local-change contrasts",Measure and tier contrast,"Score units or pings per player per 10 min, according to measure",Original numerical precision,468,12,101745,bc24d7e328f62a1b0054f8450ffb638e59dd23296db587d3de262bc5d40e25a4
supplementary/results/position_contrasts.csv,"Supplementary Table 11b,c",Regional contrasts within positions,"Measure, position and regional contrast",Respective score units,Original numerical precision,45,12,10492,b39e90404493e6f2c831cad9d31e2746a0bd369543ec5140b4c26210c04b2193
supplementary/results/early_regional_contrasts.csv,Supplementary Table 12,Regional early-maintenance contrasts,Regional contrast,Early-maintenance score units; team-level standardized effect size,Original numerical precision,3,11,993,e4aa2b7f82539b15d3852c6c0989ecbce940bb75c4415cadd735041453270d5a
supplementary/results/regional_objective_associations.csv,Supplementary Table 14,Region-specific slopes in the common-adjustment model,Region,Log odds and odds ratio per common SD,Original numerical precision,3,9,468,2570a77757524cae4af4c7a7b303a83e9b5f18e27cf8835855ea9f3b69d9938f
supplementary/results/primary_objective_associations.csv,"Results, early maintenance",Primary pooled subsequent-objective association,Pooled model,Log odds and odds ratio per common SD,Original numerical precision,1,15,421,6c27716dc9ff98df499ecf8ad642db6687be45ff35cc3839b4c35bdfa3de919c
supplementary/results/objective_sensitivity.csv,"Supplementary Tables 15,17c,18c,20b,20d",Objective-association sensitivity analyses,Model specification and predictor,Log odds and odds ratio per stated score or component SD,Original numerical precision,78,16,21493,67b7d95b56ccc4f8b3fadcd129bd26f243e89b1a7956c2039dc9f6cbbea610ac
supplementary/results/minute_sample_flow.csv,Supplementary Table 16a,Minute-analysis sample flow,Region,Unique matches,Original numerical precision,3,6,233,44f535789c0c29361af0e7d540bb2e55469c5fc11af50fa330790f52fcbe01bd
supplementary/results/minute_purchase_reversals.csv,Supplementary Table 16b,Net-minus-gross purchase frequencies,Region and minute,Events per team per minute,Original numerical precision,30,5,2257,0546df34358f6e8d7ecc5aae272251a91b0139f84010f8bb98e4f03a067dbed3
supplementary/results/minute_disjoint_contrasts.csv,Supplementary Table 16c,Minute contrasts in the participant-disjoint sample,"Component, regional contrast and minute",Events per team per minute,Original numerical precision,90,8,10472,81a7c3683dae947e4e890ea7fc36e7766a7d01d19b557060c8b88a65aa3652fa
supplementary/results/early_tier_contrasts.csv,Supplementary Table 17b,Early regional contrasts under common patch weights,Regional contrast and tier,Frozen maintenance score units,Original numerical precision,21,5,1551,2d64acf6e8e0c72cd1e95ae965b22d6d317fabcff8894125f7c98e511b7cec67
supplementary/results/early_tier_reference_counts.csv,Supplementary Table 17d,Common-patch tier composition and weights,"Region, sampling tier and patch",Matches; reference weight,Original numerical precision,546,5,22591,01118b6352db8c20a1bb106de64dcfc0f59c56724c04ff9fb10a15fcafcdb24e
supplementary/results/secondary_outcomes.csv,"Supplementary Table 18a,b",Associations with other subsequent outcomes,Subsequent outcome,"Log odds or standardized outcome units, according to model",Original numerical precision,6,14,1360,50baad4391b5842254f030f88cc1ced1d8371d4139b85a175db9ff343beb6b29
supplementary/results/holdout_performance.csv,"Supplementary Table 19a,c",Baseline and maintenance-augmented holdout performance,Validation set and model,AUC; log loss; Brier score,Original numerical precision,12,7,1459,b129dfafe31046b6bb85b5871b127fd7f9fb8d5ffb71b8d3c413650854b3b6af
supplementary/results/holdout_increments.csv,"Supplementary Table 19a,b",Incremental performance from adding maintenance,Validation set and metric,AUC increase or loss reduction,Original numerical precision,18,7,3104,90604b18c8bce898a387f802871ae5c8ffb16e0bd1f1f37bfd7ff5176fbbf393
supplementary/results/participant_disjoint_composition.csv,Supplementary Table 20c,Composition of full and participant-disjoint samples,"Sample, region and tier",Matches; seconds; common SD; gold units; UTC date,Original numerical precision,42,10,7949,6ad097d15583d5376f7f6e9c19497d0e748178524754bb8f5cf6e7d4abfb1661
supplementary/results/timeline_flow_by_tier.csv,Supplementary Table 20a,Timeline inclusion by region and tier,Region and sampling tier,Unique matches,Original numerical precision,21,9,1331,43365d29c1e26a8bc21c5281f55e68079c8afb49704d0559ef196c6ad6ee3a9c
supplementary/results/timeline_flow_by_patch.csv,Supplementary Table 20h,Timeline inclusion by region and patch,Region and game patch,Unique matches,Original numerical precision,150,9,6434,c3c4e1454ee016a5232caa60c471f940fe4014f368a1f5655a9c247700135931
supplementary/results/match_chronology.csv,"Supplementary Table 24a,b",Match dates and ranked-queue counts,Region and game patch,Matches; UTC timestamps,Original numerical precision,150,8,12924,4e3b29de7d4726d2ce014c110668313fd8b9f02afae2a4476baf09d381d73532
supplementary/results/match_date_offsets.csv,Supplementary Table 24d,Offsets from player-record creation date,Region or pooled sample,Days; player–match records,Original numerical precision,4,13,513,aeecc2ce22a02b7717ba7194dc2829eaf74dcdb46fea3e176fb70469bb341826
supplementary/results/signal_field_availability.csv,"Supplementary Table 24b,c",Recorded zeros and signal-field availability,"Region or pooled sample, patch and field",Participant records,Original numerical precision,1206,8,48850,80c69a4470071136a9c201d1ba1b2db2a41d9efaafb8504774d85ace6c9294c1
supplementary/results/context_interaction_sensitivity.csv,Supplementary Table 25a,Regional contrasts allowing contextual interactions,"Model specification, region contrast and measure",Respective full-sample score units,Original numerical precision,36,10,5614,ad60935de917d96955914d0337c6f772cccc8a547bbf838d87cf86741b202842
supplementary/results/equal_ping_tier_endpoints.csv,Supplementary Table 25b,Tier endpoints under alternative signalling weights,Scoring rule and endpoint contrast,Respective full-sample signalling score units,Original numerical precision,12,5,1176,ed08aa32c2f77773634a7321258aba82be53fd671a2f98a2e41708f0ee2a7f06
supplementary/results/proximate_sample_contrasts.csv,"Supplementary Table 25c,d",Contrasts near player-list collection,"Analysis type, measure and contrast",Original full-sample score units,Original numerical precision,21,6,2087,70bdd1f7f76ff88e94a9a8ec1f4788e38a74a4301ad1d28fabaa0de8090cd557
supplementary/results/proximate_sample_counts.csv,Supplementary Table 25e,Temporally and platform-restricted sample counts,Region and sampling tier,Players; player–match records; matches,Original numerical precision,21,5,619,4a8d42cd917f7f2c0c3cdeaaa16e08dca06662addf4255b38431c314adf14ed5
supplementary/results/objective_types_and_timing.csv,Supplementary Table 26a,First subsequent objective types and waiting times,Region or pooled sample and objective type,Matches; percentage; seconds,Original numerical precision,20,10,1943,3e29208894ca76fbbf9151cc1cdae891509d5eb174fdcb17cacefcb876243eba
supplementary/results/delayed_objective_associations.csv,Supplementary Table 26b,Associations after excluding immediate objectives,Region or pooled sample and timing restriction,Log odds and odds ratio per common SD,Original numerical precision,8,9,1284,601252a5f271862cdf12febda7ef8207e5b88742e062e5447bdfd5593988828a
supplementary/results/bootstrap_regional_comparison.csv,Supplementary Table 27a,First-order and full-refit regional bootstrap comparison,Measure and regional contrast,Score units; SD ratio; correlation,Original numerical precision,9,15,2342,f25022ca15ef07b2067c36c250b40a5b2b39a7d0a1b44ea57a1d8b9010f62c21
supplementary/results/bootstrap_objective_comparison.csv,Supplementary Table 27b,First-order and full-refit logistic bootstrap comparison,Primary prospective coefficient,Log odds; SD ratio; correlation,Original numerical precision,1,13,403,96931f5d46c0cae6129db1e3a4e22109bfb406ce1bc2e80d017b44908ad73adf
dictionaries/variables.csv,All figures and tables,"Final behavioural variables, process scores and timeline definitions",Scientific variable,Specified per variable,Definitions,46,9,16215,94be6b72b1ab5842625e9af36139e18715c46e1a51b2ccee5255d5342e8ef4b4
dictionaries/columns.csv,All numerical source files,Per-file numerical and categorical column dictionary,File-column pair,Specified per column,Definitions,1100,6,243787,aa48d5687cced329a39512a9356cd7abf0efd8d723081cc84f58e4d65901c2eb
dictionaries/categories.csv,All numerical source files,"Region, tier, position and model category labels",Column-category pair,Categories,Definitions,180,3,9128,cebf23a5ac13246b61efec82a768bcfda554973a2ea6059b60e950728047459b
