file,column,definition,units,data_type,missing_values
supplementary/figures/FigureS1a.csv,command_pings_pm,"Correlation with Command/attention, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,need_vision_pings_pm,"Correlation with Need vision, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,assist_me_pings_pm,"Correlation with Assist me, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,on_my_way_pings_pm,"Correlation with On my way, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,push_pings_pm,"Correlation with Push, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,all_in_pings_pm,"Correlation with All in, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,get_back_pings_pm,"Correlation with Get back, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,assists_pm,"Correlation with Assists, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,kills_pm,"Correlation with Kills, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,deaths_pm,"Correlation with Fewer deaths, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,gold_earned_pm,"Correlation with Gold, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,total_damage_dealt_pm,"Correlation with Damage, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1a.csv,vision_score_pm,"Correlation with Vision score, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,metric,"Behavioural indicator key; see variables.csv. In validation gains this instead identifies AUC, log loss or Brier score.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,wards_placed_pm,"Correlation with Ward placement, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,wards_killed_pm,"Correlation with Ward clearing, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,control_wards_bought_pm,"Correlation with Control ward purchases, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,enemy_missing_pings_pm,"Correlation with Enemy missing, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,enemy_vision_pings_pm,"Correlation with Enemy vision, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,command_pings_pm,"Correlation with Command/attention, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,need_vision_pings_pm,"Correlation with Need vision, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,assist_me_pings_pm,"Correlation with Assist me, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,on_my_way_pings_pm,"Correlation with On my way, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,push_pings_pm,"Correlation with Push, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,all_in_pings_pm,"Correlation with All in, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,get_back_pings_pm,"Correlation with Get back, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,assists_pm,"Correlation with Assists, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,kills_pm,"Correlation with Kills, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,deaths_pm,"Correlation with Fewer deaths, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,gold_earned_pm,"Correlation with Gold, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,total_damage_dealt_pm,"Correlation with Damage, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1b.csv,vision_score_pm,"Correlation with Vision score, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,metric,"Behavioural indicator key; see variables.csv. In validation gains this instead identifies AUC, log loss or Brier score.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,wards_placed_pm,"Correlation with Ward placement, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,wards_killed_pm,"Correlation with Ward clearing, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,control_wards_bought_pm,"Correlation with Control ward purchases, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,enemy_missing_pings_pm,"Correlation with Enemy missing, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,enemy_vision_pings_pm,"Correlation with Enemy vision, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,command_pings_pm,"Correlation with Command/attention, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,need_vision_pings_pm,"Correlation with Need vision, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,assist_me_pings_pm,"Correlation with Assist me, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,on_my_way_pings_pm,"Correlation with On my way, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,push_pings_pm,"Correlation with Push, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,all_in_pings_pm,"Correlation with All in, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,get_back_pings_pm,"Correlation with Get back, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,assists_pm,"Correlation with Assists, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,kills_pm,"Correlation with Kills, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,deaths_pm,"Correlation with Fewer deaths, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,gold_earned_pm,"Correlation with Gold, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,total_damage_dealt_pm,"Correlation with Damage, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS1c.csv,vision_score_pm,"Correlation with Vision score, using the row indicator and the stated matrix specification.",Correlation,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,score,"Score coordinate, or named scoring rule in the alternative-weighting analysis.",Score units or category,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,frequency,Number of players with this score in this single regional distribution.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,cumulative_count,Number of players with a score less than or equal to this coordinate.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2a.csv,cumulative_fraction,Cumulative count divided by the regional player count.,Fraction from 0 to 1,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,score,"Score coordinate, or named scoring rule in the alternative-weighting analysis.",Score units or category,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,frequency,Number of players with this score in this single regional distribution.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,cumulative_count,Number of players with a score less than or equal to this coordinate.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2b.csv,cumulative_fraction,Cumulative count divided by the regional player count.,Fraction from 0 to 1,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,score,"Score coordinate, or named scoring rule in the alternative-weighting analysis.",Score units or category,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,frequency,Number of players with this score in this single regional distribution.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,cumulative_count,Number of players with a score less than or equal to this coordinate.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2c.csv,cumulative_fraction,Cumulative count divided by the regional player count.,Fraction from 0 to 1,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,contrast,Directed comparison; A−B means the first group minus the second. Endpoint contrasts use Diamond−Iron.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,percentile,Within-region percentile used for the quantile comparison.,Percentile from 1 to 99,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,quantile_region_A,Score quantile in the first region of the contrast.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,quantile_region_B,Score quantile in the second region of the contrast.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,quantile_difference,Score quantile in region A minus that in region B.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2d.csv,uncertainty,Whether uncertainty intervals are supplied for this descriptive quantity.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,contrast,Directed comparison; A−B means the first group minus the second. Endpoint contrasts use Diamond−Iron.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,percentile,Within-region percentile used for the quantile comparison.,Percentile from 1 to 99,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,quantile_region_A,Score quantile in the first region of the contrast.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,quantile_region_B,Score quantile in the second region of the contrast.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,quantile_difference,Score quantile in region A minus that in region B.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2e.csv,uncertainty,Whether uncertainty intervals are supplied for this descriptive quantity.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,contrast,Directed comparison; A−B means the first group minus the second. Endpoint contrasts use Diamond−Iron.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,percentile,Within-region percentile used for the quantile comparison.,Percentile from 1 to 99,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,quantile_region_A,Score quantile in the first region of the contrast.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,quantile_region_B,Score quantile in the second region of the contrast.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,quantile_difference,Score quantile in region A minus that in region B.,Score units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS2f.csv,uncertainty,Whether uncertainty intervals are supplied for this descriptive quantity.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3a.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3b.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3c.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3d.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3e.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3f.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,region,"Region or original server code. NA/NA1 = North America, EUW/EUW1 = Western Europe, KR = Korea; All denotes pooled data.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,level,Sampling-tier or team-position category; depends on context.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,measure,"Process, overall score or individual indicator being summarized.",Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,estimate,"Estimated mean, mean difference or coefficient described by the file and row labels.",File-specific,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,ci_low,"Lower bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,ci_high,"Upper bound of the pointwise 95% confidence interval for the estimate. In logistic result files this bounds beta, not the odds ratio.",Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,se,Standard error of the estimate; for logistic result tables this refers to the log-odds coefficient.,Estimate units,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,n_records,Number of focal player–match records.,Player–match records,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,n_players,Number of focal players contributing to the stated group or model.,Players,Number,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3g.csv,unit,Measurement unit of the estimate.,Text,Text,Empty cell means unavailable or not applicable; NA is a region label.
supplementary/figures/FigureS3h.csv,context,Context defining rows: sampling tier or team position.,Category,Text,Empty cell means unavailable or not applicable; NA is a region label.
